Id,User,Text
57,heraldodetab,"#Navidad2020 | Tabasqueños celebrarán en casa a la #VirgenDeGuadalupe

En medio de la pandemia por #Covid-19, hoy l… https://t.co/xAMNBE43Er"
58,GURUKALINDIA,"Tel: +91 9620202001
Email: logistics@gurukal.co.in
#logistics #transport #transportation #shipping #trucking… https://t.co/LwNYvuvC33"
59,noticiasdel6,#Covid-19: difunden recomendaciones para minimizar el riesgo de transmisión viral en las #fiestas… https://t.co/0kr9I5WYGH
60,shell3229,#MitchMcConnell is responsible for blocking help to the American people. If #Georgians vote for @ReverendWarnock an… https://t.co/3w9ZYO1Hhb
61,SOGOCYL1,"12 de Diciembre de 2020. Coronavirus Covid-19. Casos confirmados.
Evolución provincia de León. 
#Covid_19 #Covid-19… https://t.co/zvoefr71UC"
62,bostonmom2,RT @phinandme: So I am assuming the White House Christmas party guests are being rapid tested for #COVID?  Will they also have access to th…
63,TrishWhitty,"RT @DrZeroCraic: Spotted in a Dublin establishment this afternoon

😂 

#NoShifting

Great to see such stringent #Covid measures in place ..…"
64,nhokkanen,RT @RobertKennedyJr: Investigation this week identified polyethylene glycol (PEG) as likely reason 2 people in UK suffered anaphylaxis afte…
65,rigojts,RT @ELECTRICHAIR: Ahora después de una borrachera pasas 2 días de goma y 15 de miedo por el #COVID
66,scov79,"RT @helen_a15: A brilliant thread with some tips on  being alone on Christmas Day.
#christmas #covid #joinin"
67,polgornek,#covid mettre en parallèle le cout du reconfinement et ces chiffres et les économies qu'ils premettent de réaliser. https://t.co/D3GXVrG2qu
68,crist_va,RT @LaComt: @NGourd On avait un recul de plusieurs décennies sur l'efficacité de la chloroquine et on l'a interdit alors que son efficacité…
69,worldofmarilyn1,@MysterySolvent Pass the #covid please?
70,theankursinha,"RT @ndtv: Watch | After Power Cut, 3 Patients Die At #Covid Hospital In Bhopal: Sources https://t.co/tTB7OA5PsM https://t.co/w4d0HFJ7QA"
71,VBobokhyan,COVID-19 🧑🏻‍🎤🐸🐍🦖🦎🐢🦚🦠🦠🦠🦠🦠🦠🦠🔫🔫🔫🔫🔫🔫🔫🔫🔫🔫🔫🔫🔫🔫🔫🔫🔫🔫#covid #COVID19 #COVID19 #корона #коронавирус
72,Rickybrown75,RT @ZapateroAntonio: Es el futuro para controlar la pandemia #COVID 👍👍
73,windowtonews,"The ReFashion Hub: Starting 'Fair Fashion Movement' in India - Window To News https://t.co/L9gdRKxANx 

#NewDelhi,#platform,#Covid"
74,DavidPaulKay,@NYGovCuomo @NYCMayor So we have to close businesses again but we don’t have to clean/disinfect the trains anymore?… https://t.co/685d2dWywh
75,franco_erika,"RT @veronicalderon: La gestión de México ante la pandemia, relatada por @SYoungReports. Merece traducir cada palabra. #covid"
76,Adriana1o5,The CDC says genetic sequencing is the gold standard to confirm whether someone has had COVID-19 twice. The analysi… https://t.co/1BkINjy7cx
77,ElicitTheatreCo,#Sunderland #Hexham and #Newcastle #arts organisations win #Covid #grants #theatre #stage #actors  https://t.co/AMPTfdHQzZ
78,Dhairya57328895,RT @adhish_banad: #Interns in #gujarat are still getting paid 13000₹ even if they are posted in #COVID wards and ICUs and are still not eve…
79,SanMarino_RTV,"#Covid: no limitazioni per #SanMarino negli spostamenti @RegioneER @RegioneMarcheIT 
@SegrEsteriRsm 
https://t.co/o7qmIc7EXd"
80,Tomer_bayssiere,"RT @BlaiseElise: 🗣 Masques obligatoires et restriction des libertés ? Jusqu'à quand aurons-nous l'air de zombies ? 
Retrouvez Florian @f_ph…"
81,AztecaNoticias,"En las últimas horas, la Universidad Johns Hopkins reportó que la cifra de #muertos por #COVID-19 en el mundo ya es… https://t.co/2A2HBYobfs"
82,Dhairya57328895,RT @adhish_banad: #COVID duty is in addition to the normal #internship.
83,JumanaSaleheen,"#COVID-19 has weakened the US labour market. That is evident in the high unemployment rate.

Another measure is the… https://t.co/Eis9D2m82q"
84,ELECTRICHAIR,Ahora después de una borrachera pasas 2 días de goma y 15 de miedo por el #COVID
85,AnnaCapra1,RT @williamsAmaya: ¿Qué opinan? Polémica en Colombia por inicio de esta campaña de alerta frente al incremento del #covid en ese país. http…
86,aslundberg,RT @VirusesImmunity: New exciting collaboration work with @Aaronmring lab reveals diverse and functional autoantibodies in #COVID patients.…
87,autismepi,"Where is the @NIH @CDC @FDA on #COVID19  and #Ivermectin? 

This inexpensive, available #covid treatment seems to h… https://t.co/rp2ocmtAke"
88,theladythinks,RT @NCPolicyWatch: What you need to know: The week's top stories on NC Policy Watch | The Progressive Pulse https://t.co/jgG0DIGw3i #ncpol…
89,MSLF,"The Weekender, our weekly summary of ""must-reads"" you may have missed, is out: https://t.co/UKA6M760HJ So sit back,… https://t.co/oDJegahMDM"
90,xcoatl,RT @VirusesImmunity: New exciting collaboration work with @Aaronmring lab reveals diverse and functional autoantibodies in #COVID patients.…
91,EmpressYudah,Sounds a sensible route but has nothing to do with science so all the measures will keep rolling. Think I’m joking… https://t.co/D8PZomfbqQ
92,Jackisback321,RT @MummyFever: 2020: Parenting through a pandemic - A letter to my children https://t.co/xOvEtHAauj #pandemic #COVID #parenting RT https:/…
93,sameashandle,Any #different? #VaccinesWork ?? #covid ogology! https://t.co/GSlpJBGqhU
94,nvhen1,"Now as a #LongHauler (but two time diagnosed #covid  patient, w zero #antibody)  I recently found this support grou… https://t.co/kO58giaQFV"
95,bitcoinconnect,PS5 Stocks : Struggling to buy a PS5 in the USA? Here are some stores that might just have it including... SEE MORE… https://t.co/WExLdBFAS0
96,T1TaN1uM4_22,"RT @herbivore_club: ""The message is simple, if we want to stop future pandemics, we have to significantly kick the meat habit, and global l…"
97,LuciaZumarraga,Es importante visibilizar a los más vulnerables #infancia #adolescentes #discapacidad #covid #brechasocial https://t.co/SKy1oVcCSw
98,mirjam_andrew,@HarykIsBack @PavelNovotnak @market_a @MJureka @PiratskaStrana @Pospisil_Jiri @Nemcova_Mirka Pavlíku @PavelNovotnak… https://t.co/A1LYXKGZf7
99,ThomasVitins,RT @AZKARKOUR: Les restaurateurs de #Gemmayzeh &amp; #MarMikaël font partie des héros qui ont aidé #Beyrouth à émerger du cataclysme. Contrant…
100,xevtfm,"#CDMX en alerta y emergencia por #Covid-19: @Claudiashein
https://t.co/OYIy54za3b"
101,EdTerpening,Mature #DigitalSelling teams meeting goals through #COVID-19.  New @AltimeterGroup research:https://t.co/3jRUCRkKa9
102,astromicronauta,RT @VirusesImmunity: New exciting collaboration work with @Aaronmring lab reveals diverse and functional autoantibodies in #COVID patients.…
103,danacastine,RT @eschoolnews: 3 ways online #STEM education combats the #COVID slide https://t.co/PRo5IQTCTZ #remotelearning #remoteteacing https://t.co…
104,ragdel21,"RT @sandralopezleon: 🦠#COVID #Vacuna Pfizer-BioNTech
Conferencia de Prensa de la @US_FDA 
Resumen de algunas Preguntas y Respuestas 
Abro 🧵"
105,mgraziarin,Ora che si trovano #ffp2 (io prendo confezioni da 10 a 9 euro ma ce ne sono anche di più convenienti) credo che con… https://t.co/L7onTbIpIq
106,emilianogun,"RT @sopitas: Es la semana de más contagios por #COVID-19 en la CDMX

1 persona es hospitalizada cada 4 minutos, y quién tiene que tomar dec…"
107,ro_claire,"RT @DaveBoulger: All 10 Greater Manchester areas are stepping up their #covid testing. The more we know about where the virus is, the more…"
108,jusapolalcala,"RT @jucilnacional: Por el suicidio de un etarra, el presidente del gobierno da el pésame en el Congreso a Bildu.

Por el fallecimiento del…"
109,PaolaFe60208246,#SEgidio: il #Covid ha raddoppiato i #poveri ma anche i volontari https://t.co/9MZjnER0zd  @demosolidale… https://t.co/brEKLSuSOI
110,PaiSankalp,"Dm me or https://t.co/uPFeVQeHcd 

To be a part of our whatsapp/#telegram discussion group

#WhatsApp #covid… https://t.co/w04BTL5B5U"
111,DoktorDude,RT @DoktorWeigl: Mussten diese Woche wieder einen eigentlich genesen #Covid Patienten erst re-intubieren und dann jetzt sogar noch reanimie…
112,Jo42720287,"RT @AlexBerenson: 1/ Italy just became the first big country to pass a 0.1% population death rate from #Covid. With 60,000,000 people, it h…"
113,2006_tiburon,"Si no es porque en el video aparecen algunas (pocas)  personas con mascarilla, pensaría que es anterior al #COVID https://t.co/ABSZOBMGIP"
114,RoxyFerret,"RT @vankapro: #Floridascientist
Removed from her post...🛑
House raided with agents w guns
For trying to report
ACCURATE #COVID CASES
#Rebek…"
115,Isaac200515,"RT @OAMacaracuay: #Entérate En esta flexibilización no bajes la guardia Conoce los síntomas del #Covid-19, en el #IVSS nos gusta mantenerte…"
116,eliorlandi,"RT @antonellaviol17: Perché in Italia il tasso di letalità per #Covid è così alto (3,5%)?
Pesano la mancanza di accuratezza nella identific…"
117,entrucadadetod2,RT @VirusesImmunity: New exciting collaboration work with @Aaronmring lab reveals diverse and functional autoantibodies in #COVID patients.…
118,newzit,"""Non si muore solo di #Covid-19"": nuova protesta delle ""mascherine tricolori"" https://t.co/E3xXRBKGuK"
119,NTerziCiz,RT @VirusesImmunity: New exciting collaboration work with @Aaronmring lab reveals diverse and functional autoantibodies in #COVID patients.…
120,Savolainen_J,RT @VirusesImmunity: New exciting collaboration work with @Aaronmring lab reveals diverse and functional autoantibodies in #COVID patients.…
121,eh_kees,"RT @_pamcampos: The best. @AOC cooking in a #TaxTheRich sweatshirt, breaking down #COVID economic relief bill real talk🔥

Listening to her…"
122,Wirth_Morr,"New Trick Shit Video is COOL 🏒🏓🏹😳🔥 Help us to 150 SUBS!!!
https://t.co/D0bA74KwUH Quarantine Trick Shots LINK IN BI… https://t.co/hsEIv4ZAhp"
123,bacteron,"BACTERON-S
Sık kullanıma uygun formüle edilmiştir. Dermatolojik olarak test edilmiştir. El ve ciltte tahriş yapmaz.… https://t.co/IUk4uUxVVB"
124,SimonaRibes,"RT @piersar62: La Scienzah™ : Non preoccupatevi se la gente morirà dopo il #vaccino #COVID (CNN) 😱👹

Ci prendono apertamente per i fondelli…"
125,ZapateroAntonio,Es el futuro para controlar la pandemia #COVID 👍👍 https://t.co/9mSDmchzqx
126,DeVerdinis,"RT @La7tv: #ottoemezzo Durissimo attacco di @marcotravaglio a Matteo #Renzi: ""Parto dalla realtà, oggi quasi 900 morti. Il dibattito di ier…"
127,pirata_sabio,"RT @pirata_sabio: #Aragón #COVID 
#DATOS #HOY

TOTAL: 290 CASOS

#ZARAGOZA: 197

#HUESCA: 32

#TERUEL: 56

 12 FALLECIDOS Y 441 RECUPERADOS…"
128,Cahyadiisaputra,Danramil 03/Sungai Pagu Kerahkan Anggota Disiplinkan Pengunjung dan Pedagang Pasar Baru Muara Labuh Terapkan Protke… https://t.co/tA7hmg5eoW
129,richtisca21,"RT @j_eschutz: @AXAMexico ingresé por #COVID al hospital con mi póliza contratada por +1 año, me encuentro esperando que me apoyen con el p…"
130,pirata_sabio,"#Aragón #COVID 
#DATOS #HOY

TOTAL: 290 CASOS

#ZARAGOZA: 197

#HUESCA: 32

#TERUEL: 56

 12 FALLECIDOS Y 441 RECUP… https://t.co/RliWjCovI5"
131,gsurgeon,"#SHARE #COVID #BidenHarris2020 

I hope that everyone sees, signs, and shares this. 

#MentalHealthAwareness becaus… https://t.co/E2tXMSnnuu"
132,antoinetroletti,RT @Edouard_D: Un peu de poésie dans ta TL #culture #covid #couvrefeu #theatre https://t.co/CxLIt8Jqxd
133,eln3nuko,"Mis niños y niñas ¿ya tomaron café ☕?

Un besote con #covid a todos. (Porque positivo aún)

#FelizSabadoATodos"
134,DrPalmquist,Abnormal antibodies to self-carbohydrates in SARS-CoV-2 infected patients | bioRxiv. Immune system response differe… https://t.co/Oj0ZpwK6qu
135,DonutKingK,But u know #Covid is a hoax! Just paralyzing my patient who is just syncing with the ventilator with high peak pres… https://t.co/w0afXUGkrD
136,biblesociety,"'It helped me to cope with his death, because I knew that there was a place prepared for him...' 👇… https://t.co/IBmLOUniz2"
137,GiovanniAgost20,"#Covid-19 confinamento e salute mentale, raddoppiano depressione e ansia https://t.co/3fCcoYAvAm"
138,NCSUalum,"U.S. share, global confirmed cases: 22.29%
 * up 0.95% in Dec
 * up 0.48% over the last seven days
 * down 11.15% f… https://t.co/avu7S0D7ER"
139,jenkers_en,December 12: #Allen County #COVID-19 update https://t.co/YITpblPNJw
140,tir0__,RT @VirusesImmunity: New exciting collaboration work with @Aaronmring lab reveals diverse and functional autoantibodies in #COVID patients.…
141,SE_SEPINNA,"RT @SeGobHidalgo: La reactivación económica en favor de las y los hidalguenses es una prioridad para el gobernador @omarfayad, es por ello…"
142,Yanet_VS,"Creías que si habías tenido #covid no podrías volver a tenerlo, lamentablemente si 🥺 https://t.co/BSkioZ1aV0"
143,acfou,RT @VirusesImmunity: New exciting collaboration work with @Aaronmring lab reveals diverse and functional autoantibodies in #COVID patients.…
144,yo_tu_karma,"RT @SOLQR: Durante noviembre, el #Aeropuerto Internacional de #Calgary, recibió 16 vuelos internacionales con pasajeros que dieron positivo…"
145,grupoeldeber,"#Covid Estados Unidos dio luz verde a la vacuna de Pfizer-BioNTech, poco después de que México adoptara la misma me… https://t.co/LIPgjp6hvm"
146,botxboxseriesx,"RT @bitcoinconnect: Planet Coaster's Spooky and Adventure Expansion Packs Out Now on PS5, PS4 SEE MORE HERE ==&gt; https://t.co/8PTOFMzQGs  #G…"
147,LuceroRenada,"RT @EmergMedDr: I am blocking so many people it's unreal.

We are in a pandemic.
Science isn't evil.
Doctors are not paid by pharma.

We ar…"
148,evarev1,"RT @TheMarketDog: #COVID #VACCINE secondary effects: 
headaches, chills, tiredness, fever...
basically you get covid (I got it BTW...)
real…"
149,LadyPoop2,"RT @DrRonHolt: Thank you to all healthcare  providers on the frontline fighting #COVID19!

YOU are under so much stress.

Please accept thi…"
150,botxboxseriesx,RT @bitcoinconnect: Ana de Armas joins Netflix action movie The Gray Man starring opposite Ryan Gosling and Chris EvansSEE MORE HERE ==&gt; ht…
151,piligpiliyahoo1,"RT @cerebromorlet: @beltrandelrio La oposición debió o debe contrarrestar esta propaganda populista, difundiendo igualmente, las declaracio…"
152,LyonMarlowSanFr,RT @RobertKennedyJr: Investigation this week identified polyethylene glycol (PEG) as likely reason 2 people in UK suffered anaphylaxis afte…
153,psico_Latina,"RT @istsupsan: 🗣 Silvio Brusaferro, Presidente ISS: ''I pranzi con tante persone per #Natale non sono da programmare. Serve cautela, muover…"
154,FulviaFrongia,"RT @arrigoni_paolo: Dl #Ristori: #Lega, grazie a centrodestra 180 milioni per scontare bollette elettriche a imprese in difficoltà a causa…"
155,graindesable20,"RT @Margotte57000: Finalement, ce virus #Covid est une aubaine pour les opposants à @EmmanuelMacron , tout comme l'était le mouv. des #GJ,…"
156,BultotPatrice,RT @adrenaline1001: 🆘Significatif de l’enfumage du GVT concernant le nombre de morts #Covid https://t.co/XSKrYm1vvQ
157,Borderline_24,"#Covid in #Puglia, 1478 nuovi casi e 43 morti 
https://t.co/WtYZ24AGd3
#Primopiano https://t.co/xBoTAGt0rO"
158,KevinBarryTV,"At 10 on #WEWS:

- @pfizer's newly approved #COVID #vaccine 
- @JessiSchultzTV shows why the @SalvationArmyUS reall… https://t.co/JEvtoFb5n5"
159,rachw852,"More and more reports coming out to state #Covid was around before #china discovered it 

‘Sewage samples collected… https://t.co/t5EXIZsITh"
160,Ashley5748,For every kind and well intentioned person who has asked me “have you tried *insert supplement here*” the answer is… https://t.co/Nmo4nTK0d6
161,K_D_G,"RT @diesing_t: The house is on fire, but the flames aren’t as high.  So lets go ahead and send the fire department home.
#Nebraska #COVID"
162,marian7016,"RT @altoaragon: Fallecen tres personas por covid en la provincia de Huesca y Fraga sigue sumando casos
 👉https://t.co/X0F6EbI3dz

#COVID19…"
163,tterbil,Almanya'da maske zorunluluğunun farklı tarihlerde getirildiği şehirlerdeki enfeksiyon verilerini inceleyen bir araş… https://t.co/ttfMH9uA0i
164,acschneider17,"RT @AllergyKidsDoc: Allergy details for @US_FDA #COVID vaccine approval:
✅Anyone with known allergy to this vaccine or ingredients should a…"
165,IlchevLazar,RT @vass_vassiliou: Imaging in #covid #EACVIBestof2020 coordinated brilliantly by @chiarabd @gpontone1 IMAGE ONLY THOSE THAT IMAGING WILL M…
166,PrometheusAM,RT @VirusesImmunity: New exciting collaboration work with @Aaronmring lab reveals diverse and functional autoantibodies in #COVID patients.…
167,TheTweetsOfMP,"I haven’t seen my nephew in years ... and now he’s here and I can’t even hug him. 😢

#COVID
#IdahoCOVID19… https://t.co/91yKnirx8f"
168,BuckiJack,I don’t know if #Michigan had a legitimate reason to play the #Covid card. I do know #Michigan Still Sucks! #tOSU
169,PsicoanalisiCnt,"RT @istsupsan: 🗣 Silvio Brusaferro, Presidente ISS: ''I pranzi con tante persone per #Natale non sono da programmare. Serve cautela, muover…"
170,mcourt48,"RT @TenerifeAhora: 👉👉 Santa Rita, la macrorresidencia privada levantada con ""cheques del cielo"" que ha tenido que ser intervenida por la sa…"
171,gailphardie,@TinResistAgain @harrisonjaime @senatemajldr @LindseyGrahamSC Dolly is a humanitarian. She cares about others.… https://t.co/6PKI5YzYAv
172,HARIHARAN1818,"RT @Kalaignarnews: சென்னையில் இன்று 345 பேருக்கு கொரோனா பாதிப்பு... தமிழகத்தில் இன்று 13 பேர் உயிரிழப்பு! #COVID

https://t.co/O7Y3FGwh1G…"
173,bitcoinconnect,"Planet Coaster's Spooky and Adventure Expansion Packs Out Now on PS5, PS4 SEE MORE HERE ==&gt; https://t.co/8PTOFMzQGs… https://t.co/zEtukSt51J"
174,fabianoz94,"No creo, el dengue esta aun de vacaciones.
En 🇵🇾 estamos modo #covid aun. Intente nuevamente mas tarde https://t.co/0SELFVjqCb"
175,olehmimin,"RT @BitSigmaBTC: 🥳OKEx Club Manager Recruitment

❤️Earn 100$-400$ Salary per month, Beat #COVID and #Lockdown by #OnlineWork #PartTime!

👉C…"
176,CaldasLoria,"RT @andretrig: O ex-ministro Mandetta responsabilizou o presidente Bolsonaro pelos 180 mil óbitos pela #covid Em entrevista à @GloboNews, e…"
177,SandyJos9,"RT @OAMacaracuay: #Entérate En esta flexibilización no bajes la guardia Conoce los síntomas del #Covid-19, en el #IVSS nos gusta mantenerte…"
178,YesVirginia_,"RT @herbivore_club: ""The message is simple, if we want to stop future pandemics, we have to significantly kick the meat habit, and global l…"
179,KerenRVilla,RT @_pamcampos: “As elected officials our job is to be the first in modeling responsible behavior... the first! That’s our job. Because I c…
180,Greenli24434816,RT @Laissonslespre1: Arrrgghhhh Eh bien nous aussi nous venons de faire le test avec trois gouttes de coca sur TROD achetable dans une phar…
181,ElGatoInformat1,RT @rennanespinoza: El expresidente #MartínVizcarra prometió que la vacuna contra el #COVID-19 llegaría a inicios del 2021. The Economist d…
182,LouisTharp,RT @docweighsin: Telehealth utilization under Medicaid surged during the pandemic providing needed services to the vulnerable. Ongoing fund…
183,AL_FER_CO,"12 de Diciembre de 2020. Comunidad de Castilla y León. Provincias. Incidencia acumulada y evolución.
#Covid_19… https://t.co/B5cubVHUIQ"
184,RaisesMoney,@critigal1 Gradually closing in. Bro in Law had it at Thanksgiving. Last week my daughter in law tested positive. T… https://t.co/Jakf1qGfCx
185,sunni1968,@GovRonDeSantis  This is what YOU are doing to Miami-Dade and Broward. Our healthcare workers are overwhelmed and b… https://t.co/7RY1R7UWDt
